CustomerId,Surname,CreditScore,Gender,Age,Tenure,IsActiveMember,EstimatedSalary,Card Type,Point Earned
15634602,Hargrave,619,Female,42,2,1,101348.88,DIAMOND,464
15647311,Hill,608,Female,41,1,1,112542.58,DIAMOND,456
15619304,Onio,502,Female,42,8,0,113931.57,DIAMOND,377
15701354,Boni,699,Female,39,1,0,93826.63,GOLD,350
15737888,Mitchell,850,Female,43,2,1,79084.1,GOLD,425
15574012,Chu,645,Male,44,8,0,149756.71,DIAMOND,484
15592531,Bartlett,822,Male,50,7,1,10062.8,SILVER,206
15656148,Obinna,376,Female,29,4,0,119346.88,DIAMOND,282
15792365,He,501,Male,44,4,1,74940.5,GOLD,251
15592389,H?,684,Male,27,2,1,71725.73,GOLD,342
15767821,Bearce,528,Male,31,6,0,80181.12,GOLD,264
15737173,Andrews,497,Male,24,3,0,76390.01,GOLD,249
15632264,Kay,476,Female,34,10,0,26260.98,SILVER,119
15691483,Chin,549,Female,25,5,0,190857.79,PLATINUM,549
15600882,Scott,635,Female,35,7,1,65951.65,GOLD,318
15643966,Goforth,616,Male,45,3,1,64327.26,GOLD,308
15737452,Romeo,653,Male,58,1,0,5097.67,SILVER,163
15788218,Henderson,549,Female,24,9,1,14406.41,SILVER,544
15661507,Muldrow,587,Male,45,6,0,158684.81,PLATINUM,732
15568982,Hao,726,Female,24,6,1,54724.03,GOLD,477
15577657,McDonald,732,Male,41,8,1,170886.17,PLATINUM,568
15597945,Dellucci,636,Female,32,8,0,138555.46,DIAMOND,336
15699309,Gerasimov,510,Female,38,4,0,118913.53,DIAMOND,887
15725737,Mosman,669,Male,46,3,1,8487.75,SILVER,665
15625047,Yen,846,Female,38,5,1,187616.16,PLATINUM,225
15738191,Maclean,577,Male,25,3,1,124508.29,PLATINUM,659
15736816,Young,756,Male,36,2,1,170041.95,DIAMOND,236
15700772,Nebechi,571,Male,44,9,0,38433.35,PLATINUM,448
15728693,McWilliams,574,Female,43,3,1,100187.43,DIAMOND,499
15656300,Lucciano,411,Male,29,0,1,53483.21,GOLD,343
15589475,Azikiwe,591,Female,39,3,0,140469.38,DIAMOND,298
15706552,Odinakachukwu,533,Male,36,7,1,156731.91,SILVER,628
15750181,Sanderson,553,Male,41,9,0,81898.81,GOLD,611
15659428,Maggard,520,Female,42,6,1,34410.55,SILVER,922
15732963,Clements,722,Female,29,9,1,142033.07,PLATINUM,276
15794171,Lombardo,475,Female,45,0,0,27822.99,DIAMOND,877
15788448,Watson,490,Male,31,3,1,114066.77,SILVER,471
15729599,Lorenzo,804,Male,33,7,1,98453.45,GOLD,994
15717426,Armstrong,850,Male,36,7,1,40812.9,GOLD,944
15585768,Cameron,582,Male,41,6,1,178074.04,GOLD,419
15619360,Hsiao,472,Male,40,4,0,70154.22,DIAMOND,545
15738148,Clarke,465,Female,51,8,0,181297.65,SILVER,828
15687946,Osborne,556,Female,61,2,1,94153.83,PLATINUM,789
15755196,Lavine,834,Female,49,2,0,194365.76,GOLD,567
15684171,Bianchi,660,Female,61,5,1,158338.39,PLATINUM,884
15754849,Tyler,776,Female,32,4,1,126517.46,SILVER,296
15602280,Martin,829,Female,27,9,1,119708.21,DIAMOND,779
15771573,Okagbue,637,Female,39,9,1,117622.8,SILVER,730
15766205,Yin,550,Male,38,2,1,90878.13,DIAMOND,960
15771873,Buccho,776,Female,37,2,0,194099.12,SILVER,268
15616550,Chidiebele,698,Male,44,10,0,198059.16,SILVER,829
15768193,Trevisani,585,Male,36,5,0,86424.57,SILVER,665
15683553,O'Brien,788,Female,33,5,0,116978.19,GOLD,982
15702298,Parkhill,655,Male,41,8,0,164040.94,SILVER,343
15569590,Yoo,601,Male,42,1,0,40014.76,DIAMOND,225
15760861,Phillipps,619,Male,43,1,1,113410.49,SILVER,657
15630053,Tsao,656,Male,45,5,0,87107.57,PLATINUM,221
15647091,Endrizzi,725,Male,19,0,0,45613.75,PLATINUM,406
15623944,T'ien,511,Female,66,4,0,1643.11,SILVER,549
15804771,Velazquez,614,Male,51,4,1,46775.28,PLATINUM,954
15651280,Hunter,742,Male,35,5,0,84509.57,GOLD,823
15773469,Clark,687,Female,27,9,0,126494.82,DIAMOND,769
15702014,Jeffrey,555,Male,33,1,0,178798.13,PLATINUM,481
15751208,Pirozzi,684,Male,56,8,1,99398.36,SILVER,903
15592461,Jackson,603,Male,26,4,1,92840.67,PLATINUM,882
15789484,Hammond,751,Female,36,6,1,27758.36,GOLD,379
15696061,Brownless,581,Female,34,1,0,110431.51,PLATINUM,469
15641582,Chibugo,735,Male,43,10,1,196673.28,PLATINUM,683
15638424,Glauert,661,Female,35,5,1,113656.85,GOLD,770
15755648,Pisano,675,Female,21,8,0,18203.0,SILVER,985
15703793,Konovalova,738,Male,58,2,0,28373.86,GOLD,725
15620344,McKee,813,Male,29,6,0,33953.87,PLATINUM,259
15812518,Palermo,657,Female,37,0,1,44203.55,GOLD,979
15779052,Ballard,604,Female,25,5,1,58426.81,SILVER,988
15770811,Wallace,519,Male,36,9,1,145562.4,PLATINUM,833
15780961,Cavenagh,735,Female,21,1,0,22388.0,PLATINUM,527
15614049,Hu,664,Male,55,8,1,139161.64,SILVER,220
15662085,Read,678,Female,32,9,1,148210.64,GOLD,983
15575185,Bushell,757,Male,33,5,1,194239.63,SILVER,582
15803136,Postle,416,Female,41,10,0,98301.61,SILVER,281
15706021,Buley,665,Female,34,1,0,171413.66,DIAMOND,798
15663706,Leonard,777,Female,32,2,0,136458.19,SILVER,917
15641732,Mills,543,Female,36,3,0,26019.59,DIAMOND,255
15701164,Onyeorulu,506,Female,34,4,1,159235.29,SILVER,511
15738751,Beit,493,Female,46,4,0,1907.66,SILVER,498
15805254,Ndukaku,652,Female,75,10,1,114675.75,DIAMOND,651
15762418,Gant,750,Male,22,3,0,128643.35,SILVER,852
15625759,Rowley,729,Male,30,9,0,151869.35,DIAMOND,807
15622897,Sharpe,646,Female,46,4,0,93251.42,PLATINUM,470
15767954,Osborne,635,Female,28,3,1,156791.36,DIAMOND,659
15757535,Heap,647,Female,44,5,1,174205.22,DIAMOND,752
15731511,Ritchie,808,Male,45,7,0,147132.46,SILVER,559
15809248,Cole,524,Female,36,10,0,109614.57,GOLD,375
15640635,Capon,769,Male,29,8,1,172290.61,DIAMOND,411
15676966,Capon,730,Male,42,4,1,85982.47,DIAMOND,722
15699461,Fiorentini,515,Male,35,10,1,121277.78,GOLD,231
15738721,Graham,773,Male,41,9,1,64595.25,DIAMOND,488
15693683,Yuille,814,Male,29,8,1,197276.13,GOLD,965
15604348,Allard,710,Male,22,8,0,99645.04,SILVER,289
15633059,Fanucci,413,Male,34,9,0,6534.18,PLATINUM,449
15808582,Fu,665,Female,40,6,1,161848.03,SILVER,651
15743192,Hung,623,Female,44,6,0,167162.43,DIAMOND,520
15580146,Hung,738,Male,31,9,0,41970.72,DIAMOND,234
15776605,Bradley,528,Male,36,7,0,60536.56,SILVER,458
15804919,Dunbabin,670,Female,65,1,1,177655.68,GOLD,915
15613854,Mauldon,622,Female,46,4,1,30984.59,GOLD,299
15599195,Stiger,582,Male,32,1,1,10054.53,GOLD,838
15812878,Parsons,785,Female,36,2,1,36976.52,PLATINUM,786
15602312,Walkom,605,Male,33,5,0,71862.79,DIAMOND,509
15744689,T'ang,479,Male,35,9,0,99449.86,DIAMOND,328
15803526,Eremenko,685,Male,30,3,1,63082.88,SILVER,347
15665790,Rowntree,538,Male,39,7,0,27231.26,SILVER,534
15715951,Thorpe,562,Male,42,2,0,86797.41,PLATINUM,709
15591100,Chiemela,675,Male,36,9,1,22994.32,SILVER,749
15609618,Fanucci,721,Male,28,9,1,101300.94,PLATINUM,541
15675522,Ko,628,Female,30,9,1,74169.13,GOLD,736
15705512,Welch,668,Female,37,6,0,115638.29,SILVER,529
15698028,Duncan,506,Female,41,1,0,31766.3,GOLD,594
15661670,Chidozie,524,Female,31,8,0,199725.39,SILVER,462
15600781,Wu,699,Male,34,4,0,120834.48,PLATINUM,429
15682472,Culbreth,828,Male,34,8,0,38131.77,SILVER,370
15580203,Kennedy,674,Male,39,6,0,100130.95,PLATINUM,510
15690673,Cameron,656,Female,39,6,0,141069.88,DIAMOND,638
15760085,Calabresi,684,Female,48,10,1,198129.36,GOLD,462
15779659,Zetticci,625,Female,28,3,0,183646.41,GOLD,718
15627360,Fuller,432,Male,42,9,0,110265.24,DIAMOND,437
15671137,MacDonald,549,Female,52,1,1,8636.05,DIAMOND,485
15782688,Piccio,625,Male,56,0,0,46824.08,PLATINUM,410
15575492,Kennedy,828,Female,41,7,0,171378.77,PLATINUM,666
15591607,Fernie,770,Male,24,9,0,167256.35,GOLD,730
15740404,He,758,Female,34,3,1,124226.16,PLATINUM,375
15718369,Kaodilinakachukwu,795,Female,33,9,1,114935.21,GOLD,411
15677871,Cocci,687,Male,38,9,1,35608.88,DIAMOND,595
15642004,Alekseeva,686,Male,25,1,1,16459.37,DIAMOND,578
15712543,Chinweike,789,Male,39,7,1,124411.08,PLATINUM,377
15584518,Arthur,589,Female,50,5,1,34941.23,GOLD,831
15802381,Li,461,Female,34,5,1,167784.28,SILVER,497
15610156,Ma,637,Male,40,2,1,93165.34,PLATINUM,374
15594408,Chia,584,Female,48,2,0,75161.25,DIAMOND,814
15640905,Vasin,579,Female,35,1,1,8590.83,GOLD,247
15698932,Groves,756,Male,44,10,0,189543.9,PLATINUM,965
15724944,Tien,663,Male,34,7,1,180427.24,SILVER,912
15628145,Forwood,682,Female,43,5,1,193318.33,GOLD,462
15713483,Greeves,793,Male,52,2,0,159123.82,GOLD,883
15612350,Taylor,691,Female,31,5,0,126213.84,SILVER,402
15800703,Madukwe,485,Female,21,5,1,54141.5,GOLD,764
15705707,Bennelong,635,Female,29,8,0,141075.51,PLATINUM,608
15754105,Olisanugo,650,Male,37,5,0,24495.03,PLATINUM,652
15703264,Chukwufumnanya,735,Male,44,9,0,74836.34,SILVER,520
15794413,Harris,416,Male,32,0,1,878.87,GOLD,884
15650237,Morgan,754,Female,32,7,0,89520.75,SILVER,800
15759618,Alexeeva,535,Female,48,9,0,149892.79,GOLD,697
15811589,Metcalfe,716,Male,42,8,0,180800.42,SILVER,427
15689044,Humphries,539,Male,37,2,0,98646.22,DIAMOND,620
15709368,Milne,614,Female,43,6,1,109041.53,PLATINUM,318
15679145,Chou,706,Male,57,7,0,17941.16,GOLD,701
15655007,Li,758,Female,33,7,0,82996.47,PLATINUM,953
15623595,Clayton,586,Female,28,2,1,92067.35,PLATINUM,635
15589975,Maclean,646,Female,73,6,1,104719.66,PLATINUM,250
15804017,Chigolum,631,Female,33,4,0,112687.57,SILVER,662
15692132,Wilkinson,717,Female,22,6,1,84699.56,GOLD,666
15641122,Wei,684,Male,30,2,0,83473.82,DIAMOND,699
15630910,Treacy,800,Female,49,7,0,47125.11,PLATINUM,855
15680772,Hu,721,Female,36,2,1,106977.8,SILVER,534
15658929,Taverner,683,Male,29,0,0,55582.54,PLATINUM,388
15585388,Sherman,660,Male,31,9,1,139874.43,GOLD,612
15724623,Taubman,704,Female,24,7,0,162503.48,PLATINUM,801
15588537,Robinson,615,Female,41,9,0,196499.96,PLATINUM,561
15574692,Pinto,667,Female,39,2,0,40721.24,PLATINUM,308
15611325,Wood,682,Male,24,9,0,53134.3,SILVER,643
15587562,Hawkins,484,Female,29,4,0,164017.89,GOLD,249
15613172,Sun,628,Male,27,5,0,155996.96,SILVER,818
15651022,Yost,480,Male,44,10,0,5472.7,GOLD,775
15586310,Ting,578,Male,30,4,0,112187.11,DIAMOND,872
15625524,Rowe,512,Male,40,5,1,146457.83,DIAMOND,435
15755209,Fu,484,Female,35,7,1,27286.1,SILVER,415
15645248,Ho,510,Female,30,0,1,130553.47,DIAMOND,430
15790355,Okechukwu,606,Male,36,5,0,179351.89,PLATINUM,929
15762615,Campbell,597,Female,40,8,1,94774.12,SILVER,681
15625426,Ashbolt,754,Female,55,3,0,8080.85,GOLD,810
15716334,Rozier,850,Female,45,2,1,19482.5,GOLD,739
15789669,Hsia,510,Male,65,2,1,48071.61,SILVER,280
15621075,Ogbonnaya,778,Female,45,1,0,174531.27,DIAMOND,250
15810845,T'ang,636,Male,42,2,1,55470.78,PLATINUM,991
15719377,Cocci,804,Female,50,4,1,8546.87,GOLD,482
15654506,Chang,514,Male,32,8,0,95857.18,PLATINUM,423
15771977,T'ao,730,Female,39,1,0,194945.8,GOLD,260
15708710,Ford,525,Female,37,0,1,131521.72,SILVER,642
15726676,Marshall,616,Male,30,5,1,196108.51,PLATINUM,701
15587421,Tsai,687,Female,34,7,0,148564.76,GOLD,570
15726931,Onwumelu,715,Female,41,8,0,92982.61,GOLD,790
15771086,Graham,512,Female,36,3,0,17675.36,PLATINUM,727
15756850,Golovanov,479,Male,40,1,0,114996.43,SILVER,909
15702741,Potts,601,Male,32,8,0,86957.42,GOLD,799
15679200,Crawford,580,Male,29,9,0,128077.8,DIAMOND,520
15594815,Aleshire,807,Male,35,3,1,600.36,SILVER,861
15635905,Moran,616,Female,32,6,1,43001.46,GOLD,512
15777892,Samsonova,721,Male,37,3,1,158591.12,PLATINUM,478
15656176,Jenkins,501,Male,57,10,1,47847.19,PLATINUM,374
15811127,Volkov,521,Male,35,6,0,10488.44,PLATINUM,280
15604482,Chiemezie,850,Male,30,2,1,5978.2,DIAMOND,615
15622911,Jude,759,Male,42,4,1,121409.06,GOLD,435
15600974,He,516,Male,50,5,1,146145.93,GOLD,509
15727868,Onuora,711,Female,38,2,1,14374.86,DIAMOND,321
15627801,Ginikanwa,512,Male,33,3,0,94670.77,PLATINUM,726
15773039,Ku,550,Male,37,3,1,179670.31,GOLD,516
15755262,McDonald,608,Female,41,3,0,199304.74,PLATINUM,639
15679531,Collins,618,Male,34,5,1,151954.39,SILVER,512
15684181,Hackett,643,Male,45,5,0,142513.5,GOLD,730
15612087,Dike,671,Male,45,2,1,158264.62,DIAMOND,244
15752047,Trevisano,689,Male,33,2,0,169381.9,PLATINUM,292
15624592,Tan,603,Male,31,8,1,169915.02,GOLD,245
15573152,Glassman,620,Female,41,9,0,88852.47,DIAMOND,848
15594917,Miller,676,Female,34,1,1,40645.81,SILVER,974
15785542,Kornilova,572,Male,26,4,0,60427.3,DIAMOND,958
15723488,Watson,668,Male,47,7,1,157959.02,GOLD,629
15680920,Marchesi,695,Male,46,7,0,133007.34,DIAMOND,310
15786308,Millar,730,Female,33,9,0,176576.62,SILVER,621
15659366,Shih,807,Male,43,1,0,34888.04,DIAMOND,924
15774854,Fuller,592,Male,54,8,1,28737.71,PLATINUM,359
15725311,Hay,726,Female,31,9,1,98178.57,SILVER,811
15787155,Yang,514,Male,30,7,1,125010.24,DIAMOND,583
15727829,McIntyre,567,Male,42,2,1,167984.61,SILVER,959
15733247,Stevenson,850,Male,33,10,0,4861.72,SILVER,359
15568748,Poole,671,Male,45,6,1,108872.45,PLATINUM,901
15699029,Bagley,670,Male,37,4,0,198252.88,GOLD,729
15774393,Ch'ien,694,Female,30,9,1,26960.31,DIAMOND,829
15676895,Cattaneo,547,Female,39,6,1,85746.52,SILVER,790
15637753,O'Sullivan,751,Male,50,2,0,77206.25,DIAMOND,756
15605461,Lucas,594,Female,29,3,0,61048.53,GOLD,873
15808473,Ringrose,673,Male,72,1,1,111981.19,SILVER,865
15627000,Freeman,610,Male,40,0,0,62232.6,GOLD,690
15787174,Sergeyev,512,Female,37,1,1,156105.03,PLATINUM,722
15723886,Fiore,767,Male,20,3,1,150135.38,DIAMOND,535
15704769,Smith,585,Female,67,5,1,93146.11,SILVER,580
15772896,Dumetochukwu,763,Male,42,6,0,33462.94,GOLD,709
15711540,Pacheco,712,Female,29,2,1,144375.0,GOLD,930
15764866,Synnot,539,Female,43,3,0,55803.96,DIAMOND,264
15794056,Johnston,668,Female,46,2,0,89048.46,DIAMOND,943
15795149,Stevens,703,Male,28,2,1,162812.16,PLATINUM,388
15812009,Grant,662,Male,38,4,0,136259.65,GOLD,248
15651001,Tsao,725,Female,39,5,0,124052.97,GOLD,763
15813844,Barnes,703,Male,37,8,1,74158.8,DIAMOND,619
15596175,McIntosh,659,Male,67,6,1,45071.09,SILVER,815
15576269,Madison,523,Male,34,7,0,62030.06,DIAMOND,566
15797219,Ifesinachi,635,Female,40,10,0,131953.23,GOLD,774
15685500,Glazkov,772,Male,26,7,0,79414.0,PLATINUM,695
15599792,Dimauro,545,Female,26,1,1,199638.56,PLATINUM,902
15657566,Wieck,634,Male,24,8,1,157577.29,GOLD,532
15772423,Liao,739,Male,54,8,0,134420.75,DIAMOND,718
15628112,Hughes,771,Female,36,5,0,99805.99,PLATINUM,895
15753754,Morrison,587,Female,34,1,1,97932.68,DIAMOND,749
15793726,Matveyeva,681,Female,79,0,1,170968.99,DIAMOND,333
15694717,Ku,544,Male,37,2,1,57558.95,DIAMOND,866
15665834,Cheatham,696,Male,28,8,0,176713.47,SILVER,671
15765297,Yao,766,Male,41,0,1,34283.23,GOLD,670
15636684,Kirkland,727,Male,34,10,1,198637.34,GOLD,768
15592979,Rose,671,Female,34,6,0,156917.12,SILVER,565
15750803,Jess,693,Female,30,6,1,50457.2,SILVER,483
15607178,Welch,850,Male,38,3,1,140075.55,GOLD,926
15713853,Ifeajuna,732,Male,42,9,1,65323.11,DIAMOND,932
15673481,Morton,726,Female,48,6,0,64323.24,DIAMOND,901
15686776,Rossi,557,Female,32,6,0,14956.44,GOLD,299
15673693,Reppert,682,Female,26,0,1,111879.21,PLATINUM,899
15700696,Kang,738,Male,31,9,1,18606.23,PLATINUM,467
15813163,Ch'iu,531,Female,36,9,0,123137.01,PLATINUM,717
15653857,Wallis,498,Male,34,2,1,148528.24,DIAMOND,549
15777076,Clark,651,Male,36,7,0,13898.31,GOLD,545
15717398,Fielding,549,Female,39,7,0,81259.25,GOLD,716
15799217,Zetticci,791,Female,35,7,0,161051.75,SILVER,650
15787071,Dulhunty,650,Male,41,9,1,191599.67,PLATINUM,693
15619955,Bevington,733,Male,34,3,0,48559.19,PLATINUM,759
15796505,Boyle,811,Female,34,1,1,186339.74,GOLD,946
15725166,Newton,707,Male,30,8,0,33159.37,GOLD,402
15800116,Bowman,712,Male,28,4,1,93883.53,PLATINUM,465
15758685,Dubinina,706,Female,37,7,1,110899.3,GOLD,799
15694456,Toscani,756,Male,62,3,1,11199.04,SILVER,600
15767339,Chiazagomekpere,777,Female,53,10,0,189992.97,PLATINUM,306
15683562,Allen,646,Male,35,6,1,164255.69,SILVER,635
15782210,K'ung,714,Male,46,1,0,152167.79,PLATINUM,747
15668893,Wilsmore,782,Male,39,8,1,33949.67,PLATINUM,424
15669169,Hargreaves,775,Male,29,10,1,68143.93,DIAMOND,913
15643024,Huang,479,Male,35,4,1,47251.79,GOLD,751
15699389,Ch'ien,807,Male,42,7,1,25885.72,DIAMOND,899
15708608,Wallwork,799,Female,22,8,1,192633.85,PLATINUM,219
15626144,Chu,675,Male,40,7,0,34577.36,SILVER,587
15573112,Kang,602,Male,29,5,0,161229.84,SILVER,861
15790678,Davidson,475,Female,32,8,0,100816.29,PLATINUM,278
15727556,O'Donnell,744,Female,26,5,1,181694.44,PLATINUM,526
15697307,Nnachetam,588,Male,34,10,0,79078.91,PLATINUM,632
15652266,Chidiebele,703,Male,42,9,1,137316.32,SILVER,301
15607098,Ahmed,747,Female,41,5,0,194926.86,DIAMOND,806
15655774,Booth,583,Male,27,7,0,51285.49,PLATINUM,250
15590241,Chuang,750,Female,34,9,0,150401.53,PLATINUM,563
15785819,Shao,681,Male,38,3,1,112491.96,DIAMOND,861
15723654,Tsao,773,Male,25,2,0,73656.38,PLATINUM,790
15774510,Tien,714,Female,31,4,1,106636.89,PLATINUM,669
15684173,Chang,687,Female,44,7,0,155853.52,SILVER,336
15650068,Johnson,511,Male,58,0,1,162599.51,GOLD,517
15811490,French,627,Male,33,5,1,103737.82,PLATINUM,499
15803976,Efremov,694,Female,31,10,0,160990.27,SILVER,673
15682541,Hartley,616,Female,36,6,0,15462.84,SILVER,268
15695699,Calabrese,687,Male,35,8,0,10334.05,PLATINUM,809
15624188,Chiu,712,Female,33,6,1,190686.16,GOLD,460
15812191,Brennan,553,Male,33,4,0,94440.45,SILVER,221
15636673,Onwuatuegwu,667,Male,31,1,1,28257.63,SILVER,730
15594898,Hewitt,731,Male,43,2,1,170034.95,DIAMOND,777
15660211,Shih,629,Male,35,7,0,31824.29,SILVER,837
15773972,Balashov,614,Male,50,4,0,127166.49,DIAMOND,958
15746726,Doyle,438,Male,31,8,0,44937.01,PLATINUM,809
15712287,Pokrovskii,652,Female,80,4,1,188603.07,GOLD,662
15702919,Collins,729,Male,30,6,0,145111.37,GOLD,484
15674398,Russo,642,Male,38,3,0,171463.83,GOLD,737
15797960,Skinner,806,Female,59,0,0,182822.5,SILVER,486
15631868,Robertson,744,Male,36,2,1,87213.33,SILVER,252
15581539,Atkinson,474,Male,37,3,0,57175.32,SILVER,275
15662736,Doyle,559,Male,49,2,0,120540.83,DIAMOND,245
15666252,Ritchie,706,Male,42,9,1,28714.34,PLATINUM,361
15677512,McEncroe,628,Female,22,3,0,85426.28,DIAMOND,483
15626114,Pearson,429,Male,24,4,0,46170.75,GOLD,352
15810834,Gordon,525,Female,57,2,1,64448.36,PLATINUM,337
15678910,Ts'ai,680,Female,30,8,1,16278.97,SILVER,597
15694408,Lung,749,Male,40,1,0,182855.42,SILVER,381
15585215,Yuan,763,Female,31,4,0,50404.72,PLATINUM,668
15682757,Pardey,734,Male,30,3,0,107640.25,DIAMOND,245
15736601,Tai,716,Male,35,4,0,134132.65,PLATINUM,495
15601848,Scott,594,Male,35,2,0,103480.69,DIAMOND,378
15736008,Hunter,644,Female,46,9,0,108761.05,SILVER,568
15669064,Mazzanti,671,Male,35,1,1,179012.3,PLATINUM,731
15624528,L?,664,Male,26,7,1,95145.14,GOLD,837
15598493,Beach,656,Male,50,7,1,72143.44,GOLD,829
15601274,Hsieh,667,Female,40,1,0,19162.89,DIAMOND,230
15702669,Faulkner,663,Male,44,2,1,144680.18,DIAMOND,919
15728669,Knowles,584,Female,30,8,0,177772.03,PLATINUM,641
15742668,Day,626,Female,37,6,0,5597.94,DIAMOND,457
15697441,Hsueh,485,Male,29,7,0,116828.51,GOLD,583
15740476,Tsao,659,Female,32,3,1,174652.51,PLATINUM,849
15648064,Kennedy,649,Male,33,2,0,2010.98,DIAMOND,720
15636624,Nwabugwu,805,Female,39,5,0,14109.85,SILVER,317
15807923,Young,716,Female,39,10,0,43527.4,DIAMOND,465
15745844,Kerr,642,Female,40,6,1,86099.23,GOLD,269
15786170,Tien,659,Male,31,4,0,161574.19,SILVER,391
15681081,Marrero,545,Female,47,5,1,38970.14,PLATINUM,373
15684484,White,543,Male,22,8,0,127587.22,PLATINUM,251
15785869,Pisano,718,Female,25,7,0,30380.12,PLATINUM,237
15763859,Brown,840,Female,43,7,0,90908.95,SILVER,645
15658935,Freeman,630,Female,34,9,0,138275.01,SILVER,624
15747358,Russell,643,Male,59,3,1,32171.79,PLATINUM,838
